Goodreads_BookID	Genres
14740588	['Mystery', 'Fiction', 'Humor', 'Chick Lit', 'Romance', 'Audiobook', 'Crime']
34502	['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Music', 'Audiobook']
6117055	['Science', 'Nonfiction', 'Evolution', 'Biology', 'Religion', 'Atheism', 'Philosophy']
17999892	['Science Fiction', 'Fiction', 'Thriller', 'Mystery', 'Fantasy', 'Adventure', 'Audiobook']
15719	['Comics', 'Graphic Novels', 'Fantasy', 'Fiction', 'Marvel', 'Historical Fiction', 'Graphic Novels Comics']
392297	['Comics', 'Graphic Novels', 'Fiction', 'Crime', 'Graphic Novels Comics', 'Comic Book', 'Noir']
7148256	['Historical Fiction', 'Fiction', 'Historical', 'British Literature', 'Adult', 'Romance', 'Tudor Period']
105552	['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Kids', 'Animals']
83144	['Historical Fiction', 'Romance', 'Historical', 'Historical Romance', 'Fiction', 'War', 'Russia']
19494	['Fiction', 'Thriller', 'Mystery', 'Espionage', 'Classics', 'Mystery Thriller', 'Novels']
10607	['Horror', 'Fantasy', 'Fiction', 'Thriller', 'Mystery', 'Supernatural', 'Audiobook']
13330761	['Fiction', 'Post Apocalyptic', 'Science Fiction', 'Dystopia', 'Apocalyptic', 'Audiobook', 'Survival']
6642402	['Romance', 'Contemporary Romance', 'Contemporary', 'Romantic Suspense', 'Chick Lit', 'Adult', 'Suspense']
26722	['Fiction', 'Thriller', 'Espionage', 'Action', 'Mystery', 'Spy Thriller', 'Suspense']
133664	['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Science Fiction Fantasy', 'Adventure']
383028	['Thriller', 'Fiction', 'Mystery', 'Crime', 'Action', 'Suspense', 'Mystery Thriller']
13359067	['Thriller', 'Fiction', 'Mystery', 'Crime', 'Action', 'Suspense', 'Mystery Thriller']
12177850	['Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Adventure', 'Novels', 'Epic Fantasy', 'Dragons']
6443834	['Fiction', 'Fantasy', 'Japan', 'Japanese Literature', 'Magical Realism', 'Novels', 'Contemporary']
4004	['Fiction', 'Philosophy', 'Spirituality', 'Travel', 'Novels', 'Inspirational', 'Religion']
25734248	['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Crime', 'Audiobook', 'Suspense']
6255144	['Mystery', 'Adventure', 'Middle Grade', 'Fiction', 'Young Adult', 'Childrens', 'Fantasy']
13529	['Historical Fiction', 'Fiction', 'Civil War', 'Historical', 'War', 'Literary Fiction', 'Book Club']
16158558	['Romance', 'Fantasy', 'Paranormal', 'Fiction', 'Paranormal Romance', 'Witches', 'Magic']
15820748	['Young Adult', 'Romance', 'Dystopia', 'Fantasy', 'Novella', 'Short Stories', 'Fiction']
231821	['Fiction', 'Classics', 'Animals', 'Childrens', 'Adventure', 'Young Adult', 'Dogs']
7198988	['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Fiction', 'Supernatural', 'Paranormal Romance']
17465515	['Fiction', 'Historical Fiction', 'Italy', 'Italian Literature', 'Literary Fiction', 'Novels', 'Contemporary']
70539	['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Classics', 'Space', 'Novels', 'Fantasy']
71332	['Fiction', 'Young Adult', 'Contemporary', 'African American', 'Abuse', 'Adult Fiction', 'Adult']
22369	['Comics', 'Graphic Novels', 'Dc Comics', 'Superman', 'Comic Book', 'Superheroes', 'Fiction']
16069030	['Young Adult', 'Dystopia', 'Young Adult Fantasy', 'Fiction', 'High Fantasy', 'Historical Fiction', 'Fantasy Romance']
18525	['Classics', 'Plays', 'Fiction', 'Fantasy', 'School', 'Theatre', 'Literature']
1335184	['Childrens', 'Fantasy', 'Classics', 'Picture Books', 'Fiction', 'Adventure', 'Fairy Tales']
118944	['Graphic Novels', 'Young Adult', 'Comics', 'Fiction', 'Fantasy', 'School', 'Graphic Novels Comics']
6406018	['Manga', 'Fantasy', 'Graphic Novels', 'Comics', 'Anime', 'Action', 'Comics Manga']
14839	['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Crime', 'Mystery Thriller', 'Action']
15803059	['Fiction', 'Mystery', 'Historical Fiction', 'Coming Of Age', 'Audiobook', 'Book Club', 'Literary Fiction']
15990969	['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Young Adult', 'Fiction', 'Chick Lit']
180116	['Self Help', 'Nonfiction', 'Personal Development', 'Psychology', 'Business', 'Productivity', 'Leadership']
7141642	['Fiction', 'Historical Fiction', 'Japan', 'Historical', 'Literary Fiction', 'Asia', 'Novels']
6614	['Chick Lit', 'Fiction', 'Romance', 'Contemporary', 'New York', 'Adult', 'Adult Fiction']
30246	['Urban Fantasy', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Horror']
84145	['Paranormal Romance', 'Paranormal', 'Romance', 'Fantasy', 'Vampires', 'Urban Fantasy', 'Mythology']
79379	['Mystery', 'Fiction', 'Thriller', 'Crime', 'Suspense', 'Mystery Thriller', 'Detective']
60931	['Historical Fiction', 'Fiction', 'Science Fiction', 'Fantasy', 'Time Travel', 'Classics', 'Historical']
30242	['Urban Fantasy', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Horror']
8282	['Historical Fiction', 'Classics', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Middle Grade']
525488	['Self Help', 'Nonfiction', 'Psychology', 'Christian', 'Relationships', 'Personal Development', 'Christian Living']
10155	['Science Fiction', 'Fiction', 'Adventure', 'Fantasy', 'Classics', 'Dinosaurs', 'Audiobook']
19286669	['Fiction', 'Mystery', 'Audiobook', 'Thriller', 'Mystery Thriller', 'Suspense', 'Contemporary']
815716	['Leadership', 'Business', 'Nonfiction', 'Self Help', 'Personal Development', 'Management', 'Psychology']
9597	['Fiction', 'Science Fiction', 'Classics', 'Dystopia', 'Literature', 'Novels', 'Humor']
34511	['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'War', 'Audiobook']
7540092	['Young Adult', 'Science Fiction', 'Dystopia', 'Fantasy', 'Fiction', 'Adventure', 'Romance']
8647	['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Fantasy', 'Young Adult', 'Space', 'Audiobook']
10128428	['Historical Fiction', 'Middle Grade', 'Fiction', 'Young Adult', 'Graphic Novels', 'Childrens', 'Mystery']
51019	['Fiction', 'Contemporary', 'Canada', 'Literary Fiction', 'Classics', 'Novels', 'Feminism']
17378508	['Fantasy', 'Young Adult', 'Paranormal', 'Fiction', 'Urban Fantasy', 'Magic', 'Audiobook']
43945	['Fiction', 'Classics', 'Novels', 'Literature', 'American', 'Humor', 'Jewish']
40395	['Science Fiction', 'Fantasy', 'Classics', 'Fiction', 'Adventure', 'Pulp', 'Science Fiction Fantasy']
9917938	['Young Adult', 'Dystopia', 'Fantasy', 'Romance', 'Science Fiction', 'Post Apocalyptic', 'Adventure']
15783307	['Romance', 'New Adult', 'Sports', 'College', 'Contemporary', 'Sports Romance', 'Young Adult']
748862	['Self Help', 'Nonfiction', 'Spirituality', 'Inspirational', 'Psychology', 'Personal Development', 'Philosophy']
13131	['Mystery', 'Fiction', 'Crime', 'Thriller', 'Suspense', 'Mystery Thriller', 'Murder Mystery']
12022079	['Fiction', 'Romance', 'Chick Lit', 'Contemporary', 'Audiobook', 'Historical Fiction', 'War']
16117506	['Romance', 'Contemporary', 'Contemporary Romance', 'Erotica', 'Adult', 'New Adult', 'Erotic Romance']
127459	['Fantasy', 'Young Adult', 'Historical Fiction', 'Historical', 'Fiction', 'Romance', 'Paranormal']
178357	['Humor', 'Nonfiction', 'Memoir', 'Essays', 'Short Stories', 'Christmas', 'Comedy']
5197	['Fiction', 'Historical Fiction', 'Classics', 'African American', 'School', 'Literature', 'Historical']
5357	['Fiction', 'Christmas', 'Humor', 'Holiday', 'Contemporary', 'Audiobook', 'Adult']
17262203	['Fiction', 'Science Fiction', 'Dystopia', 'Post Apocalyptic', 'Speculative Fiction', 'Fantasy', 'Canada']
77770	['Classics', 'Historical Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Middle Grade']
19596	['Nonfiction', 'Art', 'History', 'Science', 'Travel', 'Art History', 'Microhistory']
24244	['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Detective', 'Audiobook']
24820165	['Romance', 'Fiction', 'Audiobook', 'Chick Lit', 'Mystery', 'Contemporary', 'Adult']
6081685	['Manga', 'Romance', 'Graphic Novels', 'Shojo', 'Anime', 'Young Adult', 'Comics']
857448	['Picture Books', 'Childrens', 'Animals', 'Fiction', 'Dogs', 'Classics', 'Family']
393199	['Nonfiction', 'Classics', 'Memoir', 'Biography', 'Travel', 'History', 'Literature']
381102	['Fiction', 'Art', 'Fantasy', 'Romance', 'Graphic Novels', 'Mystery', 'Magical Realism']
743599	['Romance', 'Time Travel', 'Historical Romance', 'Fantasy', 'Paranormal Romance', 'Paranormal', 'Historical']
3503947	['Novels', 'Fiction', 'Dystopia', 'Literature', 'Fantasy', 'Science Fiction', 'Egypt']
421549	['Chick Lit', 'Fiction', 'Romance', 'Adult Fiction', 'Adult', 'Contemporary', 'Audiobook']
7415016	['Chick Lit', 'Fiction', 'Romance', 'Contemporary', 'Humor', 'Adult', 'Audiobook']
18144115	['Fiction', 'Chick Lit', 'Contemporary', 'Audiobook', 'Adult', 'Adult Fiction', 'Womens Fiction']
13152194	['Nonfiction', 'Self Help', 'Memoir', 'Essays', 'Audiobook', 'Psychology', 'Personal Development']
3054684	['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Supernatural']
10065	['Childrens', 'Fiction', 'Humor', 'Middle Grade', 'Young Adult', 'Fantasy', 'Juvenile']
7936809	['Mystery', 'Fiction', 'Crime', 'Thriller', 'Legal Thriller', 'Mystery Thriller', 'Audiobook']
14061957	['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Young Adult Fantasy', 'Magic', 'High Fantasy']
15654	['True Crime', 'Nonfiction', 'Crime', 'Audiobook', 'Biography', 'Memoir', 'Mystery']
7668	['Fiction', 'Thriller', 'Mystery', 'Crime', 'Suspense', 'Mystery Thriller', 'Japan']
56759	['Fiction', 'Classics', 'Literature', '19th Century', 'Victorian', 'Novels', 'Historical Fiction']
5159	['Fiction', 'Romance', 'Magical Realism', 'Contemporary', 'Chick Lit', 'Adult Fiction', 'Adult']
498389	['Crime', 'Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Detective', 'Scandinavian Literature']
7274337	['Historical Fiction', 'Fiction', 'World War II', 'Holocaust', 'Historical', 'War', 'Hungary']
119091	['Horror', 'Fantasy', 'Fiction', 'Paranormal', 'Witches', 'Supernatural', 'Urban Fantasy']
15861491	['Young Adult', 'Fantasy', 'Science Fiction', 'Fiction', 'Aliens', 'Adventure', 'Paranormal']
9268487	['Fantasy', 'Epic Fantasy', 'Fiction', 'High Fantasy', 'Magic', 'Dark Fantasy', 'Audiobook']
8732	['Classics', 'Fiction', 'Literature', 'Young Adult', 'Animals', 'Short Stories', 'American']
9303	['Chick Lit', 'Fiction', 'Romance', 'Contemporary', 'Humor', 'Contemporary Romance', 'Ireland']
190361	['Urban Fantasy', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Horror', 'Fiction']
50365	['Fiction', 'India', 'Historical Fiction', 'Classics', 'Indian Literature', 'Romance', 'Historical']
4135	['Humor', 'Nonfiction', 'Cookbooks', 'Food', 'Cooking', 'Comedy', 'Memoir']
1248179	['Fiction', 'Thriller', 'Mystery', 'Legal Thriller', 'Crime', 'Suspense', 'Mystery Thriller']
22738563	['Nonfiction', 'Feminism', 'Essays', 'Audiobook', 'Politics', 'Womens', 'Africa']
22320	['Science Fiction', 'Fiction', 'Cyberpunk', 'Mystery', 'Thriller', 'Science Fiction Fantasy', 'Novels']
34501	['Fantasy', 'Fiction', 'Young Adult', 'Humor', 'Witches', 'Childrens', 'Audiobook']
21936809	['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Crime', 'Audiobook', 'Suspense']
13830	['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Adventure', 'Young Adult Fantasy', 'Romance']
8087906	['Urban Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Vampires', 'Werewolves', 'Paranormal Romance']
8680417	['Fantasy', 'Urban Fantasy', 'Mystery', 'Fiction', 'Crime', 'Paranormal', 'Magic']
184657	['Fiction', 'Thriller', 'Action', 'Espionage', 'Mystery', 'Spy Thriller', 'Suspense']
11525	['Travel', 'Nonfiction', 'Reference', 'Adventure', 'History', 'Self Help', 'Geography']
6667	['Nonfiction', 'Biography', 'Memoir', 'Childrens', 'Autobiography', 'Biography Memoir', 'Classics']
13836	['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Young Adult Fantasy', 'Adventure', 'High Fantasy']
30013	['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Classics', 'Fantasy', 'Space Opera', 'Audiobook']
18243700	['Young Adult', 'Romance', 'Fiction', 'Young Adult Fantasy', 'High Fantasy', 'Short Stories', 'Audiobook']
56728	['Picture Books', 'Childrens', 'Christian', 'Fiction', 'Religion', 'Inspirational', 'Christian Fiction']
18798983	['Fantasy', 'Young Adult', 'Romance', 'Retellings', 'Fiction', 'Young Adult Fantasy', 'Historical Fiction']
10890	['Nonfiction', 'Memoir', 'Spirituality', 'Religion', 'Faith', 'Christian', 'Essays']
355916	['Fantasy', 'Young Adult', 'Magic', 'Fiction', 'Middle Grade', 'Childrens', 'Adventure']
10798418	['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Teen', 'Young Adult Contemporary']
6260997	['Nonfiction', 'Feminism', 'Social Justice', 'Womens', 'Politics', 'Sociology', 'Africa']
2807199	['Fiction', 'Historical Fiction', 'Politics', 'Chick Lit', 'Contemporary', 'Historical', 'Book Club']
29394	['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Adventure', 'Science Fiction Fantasy']
334176	['Science Fiction', 'Fiction', 'Fantasy', 'Religion', 'Science Fiction Fantasy', 'Speculative Fiction', 'Aliens']
89724	['Horror', 'Fiction', 'Gothic', 'Mystery', 'Audiobook', 'Thriller', 'Classics']
216442	['Star Wars', 'Science Fiction', 'Fiction', 'Fantasy', 'Space Opera', 'Science Fiction Fantasy', 'Audiobook']
2761626	['Mystery', 'Fiction', 'Crime', 'Thriller', 'Legal Thriller', 'Mystery Thriller', 'Detective']
10335318	['History', 'Nonfiction', 'Biography', 'American History', 'Presidents', 'Politics', 'Historical']
6023056	['Nonfiction', 'Self Help', 'Relationships', 'Psychology', 'Humor', 'Personal Development', 'Love']
5167	['Historical Fiction', 'Fiction', 'Historical', 'African American', 'Southern', 'Book Club', 'Adult']
20727654	['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Romance', 'Historical Fiction', 'Historical']
10910	['Fiction', 'Contemporary', 'Romance', 'Chick Lit', 'Drama', 'Adult', 'Adult Fiction']
228630	['Classics', 'Nonfiction', 'Memoir', 'Biography', 'African American', 'Race', 'Autobiography']
43884	['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Magic', 'Epic']
56405	['Marriage', 'Christian', 'Nonfiction', 'Relationships', 'Self Help', 'Christian Living', 'Christianity']
17262159	['Thriller', 'Fiction', 'Mystery', 'Crime', 'Action', 'Suspense', 'Mystery Thriller']
10058	['History', 'Nonfiction', 'Military Fiction', 'War', 'World War II', 'Biography', 'Military History']
183656	['Fantasy', 'Young Adult', 'Middle Grade', 'Fiction', 'Fairy Tales', 'Childrens', 'Romance']
112803	['Biography', 'Nonfiction', 'History', 'Autobiography', 'India', 'Philosophy', 'Memoir']
99111	['Classics', 'Childrens', 'Fiction', 'Fantasy', 'Picture Books', 'Animals', 'Juvenile']
21423525	['Fiction', 'Romance', 'Contemporary', 'Family', 'Audiobook', 'Adult Fiction', 'Travel']
18803640	['Nonfiction', 'Memoir', 'Nature', 'Biography', 'Animals', 'Audiobook', 'Birds']
29582	['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Space Opera', 'Fantasy', 'Novels']
182425	['Horror', 'Fiction', 'Thriller', 'Mystery', 'Suspense', 'Mystery Thriller', 'Science Fiction']
66695	['Fantasy', 'Forgotten Realms', 'Fiction', 'High Fantasy', 'Epic Fantasy', 'Dungeons and Dragons', 'Adventure']
6393082	['Science Fiction', 'Graphic Novels', 'Fiction', 'Comics', 'Young Adult', 'Fantasy', 'Science Fiction Fantasy']
2265	['Nonfiction', 'Sports', 'Memoir', 'Cycling', 'Autobiography', 'Biography', 'Biography Memoir']
34510	['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Audiobook', 'Magic']
45546	['History', 'Nonfiction', 'Biography', 'American History', 'Adventure', 'Historical', 'Travel']
6218007	['Manga', 'Romance', 'Graphic Novels', 'Comics', 'Shojo', 'Young Adult', 'Contemporary']
12513614	['Dark', 'Romance', 'BDSM', 'Adult', 'Contemporary', 'Abuse', 'Erotica']
23278537	['Fiction', 'Romance', 'Books About Books', 'France', 'Contemporary', 'Audiobook', 'Adult']
544257	['Vampires', 'Young Adult', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Romance', 'Supernatural']
19675	['Fiction', 'Thriller', 'Military Fiction', 'Espionage', 'Action', 'Suspense', 'Adventure']
13562049	['Fiction', 'Historical Fiction', 'Mystery', 'Literary Fiction', 'Espionage', 'British Literature', 'Romance']
81959	['Self Help', 'Philosophy', 'Nonfiction', 'Personal Development', 'Psychology', 'Classics', 'Spirituality']
8592946	['Christian', 'Nonfiction', 'Faith', 'Christian Living', 'Spirituality', 'Christianity', 'Self Help']
17333880	['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Young Adult', 'Erotica', 'Abuse']
156427	['Horror', 'Classics', 'Fiction', 'Thriller', 'Mystery', 'Crime', 'Audiobook']
2082136	['Nonfiction', 'Science', 'Humor', 'Sexuality', 'Psychology', 'History', 'Biology']
45100	['Fantasy', 'Fiction', 'High Fantasy', 'Epic Fantasy', 'Adult', 'Adventure', 'Pirates']
5720	['Fiction', 'Thriller', 'Military Fiction', 'Action', 'Espionage', 'Adventure', 'Suspense']
16788	['Fantasy', 'Short Stories', 'Fiction', 'Horror', 'Science Fiction', 'Poetry', 'Anthologies']
41977	['Fiction', 'Romance', 'Chick Lit', 'Ireland', 'Historical Fiction', 'Irish Literature', 'Contemporary']
48002	['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Audiobook', 'Time Travel']
20518872	['Science Fiction', 'Fiction', 'China', 'Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Aliens']
23513349	['Feminism', 'Nonfiction', 'Poetry', 'Contemporary', 'Adult', 'Romance', 'Mental Health']
227593	['Fiction', 'Book Club', 'Contemporary', 'Literary Fiction', 'Adult Fiction', 'Scotland', 'Novels']
52309	['Biography', 'History', 'Nonfiction', 'Classics', 'Autobiography', 'Memoir', 'American History']
148337	['Fiction', 'Thriller', 'War', 'Historical Fiction', 'Adventure', 'Action', 'Espionage']
8196732	['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Contemporary']
154798	['Comics', 'Graphic Novels', 'Dc Comics', 'Fiction', 'Comic Book', 'Superman', 'Graphic Novels Comics']
1858013	['Christian', 'Theology', 'Religion', 'Nonfiction', 'Christianity', 'Faith', 'Philosophy']
12891107	['Fantasy', 'Fiction', 'Dark Fantasy', 'Epic Fantasy', 'High Fantasy', 'Post Apocalyptic', 'Magic']
4898	['Business', 'Nonfiction', 'Entrepreneurship', 'Management', 'Buisness', 'Leadership', 'Economics']
6431790	['Young Adult', 'Fantasy', 'Science Fiction', 'Fiction', 'Adventure', 'Romance', 'Paranormal']
8546358	['Fiction', 'Magical Realism', 'Romance', 'Chick Lit', 'Fantasy', 'Contemporary', 'Mystery']
187811	['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Ghosts', 'Fiction', 'Supernatural']
27239265	['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Crime', 'Suspense', 'Audiobook']
33453	['Humor', 'Fiction', 'Fantasy', 'Vampires', 'Comedy', 'Paranormal', 'Urban Fantasy']
12160906	['Fiction', 'Historical Fiction', 'Mystery', 'Historical', 'Audiobook', 'Thriller', 'Drama']
3047849	['Young Adult', 'Mystery', 'Fiction', 'Contemporary', 'Chick Lit', 'Romance', 'Thriller']
77711	['Science Fiction', 'Fiction', 'Space Opera', 'Science Fiction Fantasy', 'Space', 'Fantasy', 'Hugo Awards']
413158	['Picture Books', 'Childrens', 'Fiction', 'Animals', 'Classics', 'Kids', 'Humor']
6709	['Self Help', 'Spirituality', 'Nonfiction', 'Philosophy', 'Psychology', 'Personal Development', 'Audiobook']
19469	['Young Adult', 'Mystery', 'Fiction', 'Childrens', 'Realistic Fiction', 'Teen', 'Middle Grade']
6448470	['Fantasy', 'Young Adult', 'Dragons', 'Romance', 'Paranormal', 'Paranormal Romance', 'Urban Fantasy']
815234	['Picture Books', 'Childrens', 'Fiction', 'Storytime', 'Family', 'Humor', 'Animals']
18104607	['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Young Adult', 'College', 'Fiction']
17905709	['Fiction', 'Historical Fiction', 'War', 'Historical', 'World War II', 'Literary Fiction', 'Literature']
395922	['Young Adult', 'Fantasy', 'Vampires', 'Romance', 'Paranormal', 'Fiction', 'Supernatural']
26582	['Erotica', 'Fantasy', 'Fiction', 'Romance', 'BDSM', 'Adult', 'Fairy Tales']
9758764	['Chick Lit', 'Fiction', 'Romance', 'Contemporary', 'Adult', 'Adult Fiction', 'Audiobook']
6114607	['Nonfiction', 'Memoir', 'History', 'Biography', 'Historical', 'Audiobook', 'Biography Memoir']
7227174	['Chick Lit', 'Fiction', 'Romance', 'Contemporary', 'Adult Fiction', 'Audiobook', 'Adult']
73070	['Romance', 'Contemporary Romance', 'Contemporary', 'Sports', 'Sports Romance', 'Chick Lit', 'Fiction']
9809	['Fiction', 'Fantasy', 'Short Stories', 'Magical Realism', 'Italian Literature', 'Literature', 'Italy']
13707738	['Nonfiction', 'Economics', 'Business', 'Finance', 'Politics', 'History', 'Travel']
10882	['Nonfiction', 'History', 'Journalism', 'Memoir', 'Biography', 'Crime', 'True Crime']
11096647	['Romance', 'Young Adult', 'New Adult', 'Contemporary', 'Chick Lit', 'Contemporary Romance', 'Fiction']
332775	['Fantasy', 'Young Adult', 'Dystopia', 'Science Fiction', 'Steampunk', 'Fiction', 'Adventure']
10800916	['Fantasy', 'Young Adult', 'Paranormal', 'Vampires', 'Romance', 'Werewolves', 'Supernatural']
7739934	['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Fiction', 'Supernatural', 'Paranormal Romance']
452157	['Fantasy', 'Horror', 'Reference', 'Fiction', 'Science Fiction Fantasy', 'Books About Books', 'Thriller']
14662	['Fiction', 'France', 'French Literature', 'Classics', 'Literature', '19th Century', 'Novels']
67238	['Fiction', 'Young Adult', 'Contemporary', 'Poetry', 'Novels', 'Drama', 'Coming Of Age']
63720	['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Audiobook', 'Mystery']
16183	['Historical Fiction', 'Fiction', 'Historical', 'Romance', 'Tudor Period', 'British Literature', 'Adult']
1524173	['Fantasy', 'Young Adult', 'Fiction', 'Adventure', 'Middle Grade', 'Action', 'Young Adult Fantasy']
9462795	['Fantasy', 'Young Adult', 'Mythology', 'Romance', 'Paranormal', 'Greek Mythology', 'Urban Fantasy']
23745132	['Fiction', 'Mystery', 'Romance', 'Contemporary', 'Thriller', 'Mystery Thriller', 'Suspense']
27323	['History', 'Nonfiction', 'War', 'Classics', 'Japan', 'World War II', 'Historical']
639864	['Spirituality', 'Biography', 'Nonfiction', 'Philosophy', 'Religion', 'Autobiography', 'Memoir']
9595650	['Fantasy', 'Urban Fantasy', 'Paranormal', 'Fiction', 'Magic', 'Mythology', 'Vampires']
6316171	['Young Adult', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Teen', 'Mental Health', 'High School']
16131032	['Science Fiction', 'Fiction', 'Space Opera', 'Audiobook', 'Space', 'Science Fiction Fantasy', 'Fantasy']
1325218	['Horror', 'Short Stories', 'Fiction', 'Childrens', 'Young Adult', 'Middle Grade', 'Paranormal']
18053060	['Fantasy', 'Young Adult', 'Retellings', 'Fiction', 'Magic', 'Adventure', 'Fairy Tales']
1062516	['Picture Books', 'Childrens', 'Realistic Fiction', 'Fiction', 'Humor', 'Family', 'Storytime']
26109394	['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Suspense', 'Crime', 'Audiobook']
1099301	['Mystery', 'Fantasy', 'Middle Grade', 'Fiction', 'Young Adult', 'Adventure', 'Childrens']
18414	['Classics', 'Philosophy', 'Fiction', 'Politics', 'Literature', 'Dystopia', 'School']
16429	['Thriller', 'Fiction', 'Horror', 'Mystery', 'Suspense', 'Mystery Thriller', 'Crime']
15283043	['Romance', 'Young Adult', 'Contemporary', 'Chick Lit', 'Realistic Fiction', 'Young Adult Contemporary', 'Fiction']
7048800	['Fiction', 'Magical Realism', 'Fantasy', 'Contemporary', 'Food', 'Adult Fiction', 'Adult']
382549	['Fiction', 'Thriller', 'Espionage', 'Military Fiction', 'Action', 'Suspense', 'Mystery']
3873	['Religion', 'History', 'Nonfiction', 'Philosophy', 'Spirituality', 'Islam', 'Theology']
533465	['Fiction', 'Historical Fiction', 'China', 'Historical', 'Books About Books', 'Novels', 'Classics']
6588	['Mystery', 'Fiction', 'Thriller', 'Crime', 'Suspense', 'Mystery Thriller', 'Detective']
5932	['Poetry', 'Classics', 'Romance', 'Spanish Literature', 'Fiction', 'Literature', 'Latin American']
18813642	['Nonfiction', 'Feminism', 'Essays', 'Memoir', 'Audiobook', 'Womens', 'Race']
19351043	['Graphic Novels', 'Fantasy', 'Comics', 'Young Adult', 'Fiction', 'LGBT', 'Graphic Novels Comics']
6537	['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Suspense', 'Murder Mystery']
15055	['Fiction', 'LGBT', 'Queer', 'Classics', 'Contemporary', 'Religion', 'Lesbian']
84736	['Mystery', 'Fiction', 'Thriller', 'Crime', 'Suspense', 'Mystery Thriller', 'Detective']
226709	['Fiction', 'Horror', 'Young Adult', 'Romance', 'Gothic', 'Drama', 'Thriller']
16139641	['Romance', 'BDSM', 'Erotica', 'Contemporary Romance', 'Contemporary', 'Erotic Romance', 'Adult']
6690	['Childrens', 'Fiction', 'Classics', 'Young Adult', 'Middle Grade', 'Fantasy', 'Adventure']
19427193	['Romance', 'Fiction', 'Indian Literature', 'Love', 'Love Story', 'Romantic', 'Novels']
1192	['Cookbooks', 'Cooking', 'Food', 'Nonfiction', 'Reference', 'Foodie', 'Italian Literature']
120230	['Cookbooks', 'Cooking', 'Food', 'Nonfiction', 'Reference', 'Foodie', 'Culinary']
9160695	['Nonfiction', 'Parenting', 'Memoir', 'Biography', 'China', 'Biography Memoir', 'Education']
7742	['Fiction', 'Historical Fiction', 'Historical', 'Literature', 'Novels', 'Adult Fiction', 'Literary Fiction']
8962	['Fantasy', 'Horror', 'Young Adult', 'Vampires', 'Fiction', 'Paranormal', 'Supernatural']
18505796	['Nonfiction', 'Self Help', 'Psychology', 'Memoir', 'Audiobook', 'Personal Development', 'Health']
58962	['Mystery', 'Fiction', 'Crime', 'Thriller', 'Detective', 'Mystery Thriller', 'Audiobook']
