,Goodreads_BookID,Genres,Genre_1,Genre_2,Genre_3,Genre_4,Genre_5,Genre_6,Genre_7,BookID
1054,9419,"['Chick Lit', 'Fiction', 'Romance', 'Contemporary', 'Humor', 'Adult', 'Adult Fiction']",Chick Lit,Fiction,Romance,Contemporary,Humor,Adult,Adult Fiction,1063.0
1055,16331,"['Mystery', 'Fiction', 'Classics', 'Crime', 'Mystery Thriller', 'Detective', 'Audiobook']",Mystery,Fiction,Classics,Crime,Mystery Thriller,Detective,Audiobook,1058.0
1056,25735012,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Audiobook', 'Mystery Thriller', 'Detective']",Mystery,Fiction,Crime,Thriller,Audiobook,Mystery Thriller,Detective,1065.0
1057,6402364,"['Nonfiction', 'Economics', 'Business', 'Science', 'Psychology', 'Sociology', 'Audiobook']",Nonfiction,Economics,Business,Science,Psychology,Sociology,Audiobook,1069.0
1058,29209,"['Nonfiction', 'Memoir', 'Biography', 'Race', 'African American', 'Biography Memoir', 'School']",Nonfiction,Memoir,Biography,Race,African American,Biography Memoir,School,1068.0
1059,6422,"['Mystery', 'Fiction', 'Humor', 'Chick Lit', 'Romance', 'Crime', 'Mystery Thriller']",Mystery,Fiction,Humor,Chick Lit,Romance,Crime,Mystery Thriller,1067.0
1060,234184,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Magic', 'Adventure']",Fantasy,Fiction,Epic Fantasy,High Fantasy,Science Fiction Fantasy,Magic,Adventure,1071.0
1061,5890,"['Classics', 'Mystery', 'Gothic', 'Horror', '19th Century', 'Victorian', 'Historical Fiction']",Classics,Mystery,Gothic,Horror,19th Century,Victorian,Historical Fiction,1064.0
1062,5821978,"['Romance', 'Young Adult', 'Contemporary', 'Fiction', 'Audiobook', 'Chick Lit', 'Realistic Fiction']",Romance,Young Adult,Contemporary,Fiction,Audiobook,Chick Lit,Realistic Fiction,1066.0
1063,112750,"['Fantasy', 'Urban Fantasy', 'Paranormal', 'Romance', 'Fae', 'Paranormal Romance', 'Adult']",Fantasy,Urban Fantasy,Paranormal,Romance,Fae,Paranormal Romance,Adult,1070.0
1064,22918050,"['Romance', 'Young Adult', 'Dystopia', 'Fantasy', 'Fiction', 'Audiobook', 'Science Fiction']",Romance,Young Adult,Dystopia,Fantasy,Fiction,Audiobook,Science Fiction,1062.0
1065,10625,"['Horror', 'Fiction', 'Thriller', 'Mystery', 'Crime', 'Suspense', 'Audiobook']",Horror,Fiction,Thriller,Mystery,Crime,Suspense,Audiobook,1075.0
1066,7114761,"['Chick Lit', 'Fiction', 'Romance', 'Contemporary', 'Adult Fiction', 'Adult', 'Audiobook']",Chick Lit,Fiction,Romance,Contemporary,Adult Fiction,Adult,Audiobook,1072.0
1067,13103,"['Fiction', 'Spirituality', 'Philosophy', 'Self Help', 'Fantasy', 'New Age', 'Religion']",Fiction,Spirituality,Philosophy,Self Help,Fantasy,New Age,Religion,1079.0
1068,12959233,"['Historical Fiction', 'Fiction', 'Historical', 'Audiobook', 'War', 'World War II', 'Novels']",Historical Fiction,Fiction,Historical,Audiobook,War,World War II,Novels,1081.0
1069,4982,"['Fiction', 'Science Fiction', 'Classics', 'Humor', 'Fantasy', 'Literature', 'Novels']",Fiction,Science Fiction,Classics,Humor,Fantasy,Literature,Novels,1074.0
1070,82970,"['Nonfiction', 'Memoir', 'Biography', 'True Crime', 'Biography Memoir', 'Autobiography', 'Adult']",Nonfiction,Memoir,Biography,True Crime,Biography Memoir,Autobiography,Adult,1083.0
1071,59716,"['Classics', 'Fiction', 'Literature', 'Novels', 'Feminism', '20th Century', 'Literary Fiction']",Classics,Fiction,Literature,Novels,Feminism,20th Century,Literary Fiction,1084.0
1072,21326,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Graphic Novels Comics', 'Fairy Tales', 'Mystery']",Graphic Novels,Comics,Fantasy,Fiction,Graphic Novels Comics,Fairy Tales,Mystery,1077.0
1073,25781157,"['Fiction', 'Contemporary', 'Audiobook', 'Adult Fiction', 'Adult', 'Literary Fiction', 'Family']",Fiction,Contemporary,Audiobook,Adult Fiction,Adult,Literary Fiction,Family,1076.0
1074,5797,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', '19th Century', 'Romance', 'British Literature']",Classics,Fiction,Historical Fiction,Literature,19th Century,Romance,British Literature,1073.0
1075,1633,"['Nonfiction', 'Productivity', 'Business', 'Self Help', 'Personal Development', 'Management', 'Psychology']",Nonfiction,Productivity,Business,Self Help,Personal Development,Management,Psychology,1078.0
1076,34507,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Magic', 'Science Fiction Fantasy', 'Witches']",Fantasy,Fiction,Humor,Comedy,Magic,Science Fiction Fantasy,Witches,1089.0
1077,12294652,"['Romance', 'Young Adult', 'Contemporary', 'Fiction', 'Young Adult Contemporary', 'Realistic Fiction', 'Chick Lit']",Romance,Young Adult,Contemporary,Fiction,Young Adult Contemporary,Realistic Fiction,Chick Lit,1080.0
1078,24800,"['Horror', 'Fiction', 'Fantasy', 'Mystery', 'Thriller', 'Contemporary', 'Novels']",Horror,Fiction,Fantasy,Mystery,Thriller,Contemporary,Novels,1090.0
1079,85379,"['Mystery', 'Crime', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'Murder Mystery']",Mystery,Crime,Fiction,Thriller,Mystery Thriller,Suspense,Murder Mystery,1091.0
1080,105576,"['Fiction', 'Indian Literature', 'India', 'Romance', 'Contemporary', 'Novels', 'Young Adult']",Fiction,Indian Literature,India,Romance,Contemporary,Novels,Young Adult,1085.0
1081,19057,"['Young Adult', 'Fiction', 'Mystery', 'Contemporary', 'Realistic Fiction', 'Australia', 'Audiobook']",Young Adult,Fiction,Mystery,Contemporary,Realistic Fiction,Australia,Audiobook,1087.0
1082,19288239,"['Fiction', 'Japan', 'Japanese Literature', 'Contemporary', 'Magical Realism', 'Novels', 'Literature']",Fiction,Japan,Japanese Literature,Contemporary,Magical Realism,Novels,Literature,1082.0
1083,30281,"['Urban Fantasy', 'Fantasy', 'Vampires', 'Paranormal', 'Romance', 'Horror', 'Fiction']",Urban Fantasy,Fantasy,Vampires,Paranormal,Romance,Horror,Fiction,1086.0
1084,31463,"['Classics', 'Fiction', 'Romance', 'Historical Fiction', 'Literature', '19th Century', 'Victorian']",Classics,Fiction,Romance,Historical Fiction,Literature,19th Century,Victorian,1088.0
1085,57854,"['Philosophy', 'Nonfiction', 'Classics', 'Spirituality', 'Poetry', 'China', 'Self Help']",Philosophy,Nonfiction,Classics,Spirituality,Poetry,China,Self Help,1099.0
1086,213753,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Post Apocalyptic', 'Survival', 'Apocalyptic']",Young Adult,Dystopia,Science Fiction,Fiction,Post Apocalyptic,Survival,Apocalyptic,1095.0
1087,17288661,"['Fiction', 'Mystery', 'Thriller', 'Legal Thriller', 'Audiobook', 'Crime', 'Mystery Thriller']",Fiction,Mystery,Thriller,Legal Thriller,Audiobook,Crime,Mystery Thriller,1092.0
1088,17407748,"['Romance', 'Fiction', 'Contemporary', 'Chick Lit', 'Adult', 'Audiobook', 'Contemporary Romance']",Romance,Fiction,Contemporary,Chick Lit,Adult,Audiobook,Contemporary Romance,1098.0
1089,8652190,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Supernatural', 'Fiction']",Young Adult,Vampires,Fantasy,Paranormal,Romance,Supernatural,Fiction,1093.0
1090,32370,"['Memoir', 'Nonfiction', 'Biography', 'Humor', 'Biography Memoir', 'LGBT', 'Autobiography']",Memoir,Nonfiction,Biography,Humor,Biography Memoir,LGBT,Autobiography,1102.0
1091,1609451,"['Fiction', 'Contemporary', 'Chick Lit', 'Adult Fiction', 'Adult', 'Drama', 'Realistic Fiction']",Fiction,Contemporary,Chick Lit,Adult Fiction,Adult,Drama,Realistic Fiction,1101.0
1092,17150,"['Fiction', 'Historical Fiction', 'Classics', 'Literature', 'School', 'Historical', 'American']",Fiction,Historical Fiction,Classics,Literature,School,Historical,American,1094.0
1093,706,"['Humor', 'Nonfiction', 'Politics', 'Comedy', 'History', 'Audiobook', 'American History']",Humor,Nonfiction,Politics,Comedy,History,Audiobook,American History,1096.0
1094,17267,"['Christian', 'Fiction', 'Religion', 'Classics', 'Theology', 'Christianity', 'Fantasy']",Christian,Fiction,Religion,Classics,Theology,Christianity,Fantasy,1106.0
1095,89375,"['Christian', 'Nonfiction', 'Religion', 'Spirituality', 'Biography', 'Memoir', 'Inspirational']",Christian,Nonfiction,Religion,Spirituality,Biography,Memoir,Inspirational,1097.0
1096,78983,"['Fiction', 'Historical Fiction', 'Thriller', 'Drama', 'Classics', 'Historical', 'Novels']",Fiction,Historical Fiction,Thriller,Drama,Classics,Historical,Novels,1100.0
1097,25644601,"['Romance', 'Erotica', 'BDSM', 'Fiction', 'Contemporary', 'Adult', 'Contemporary Romance']",Romance,Erotica,BDSM,Fiction,Contemporary,Adult,Contemporary Romance,1104.0
1098,46306,"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Fairy Tales', 'Short Stories', 'Literature']",Classics,Fantasy,Fiction,Childrens,Fairy Tales,Short Stories,Literature,1108.0
1099,80568,"['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult Fiction', 'Adult', 'Mystery']",Romance,Fiction,Chick Lit,Contemporary,Adult Fiction,Adult,Mystery,1103.0
1100,6466909,"['Vampires', 'Nonfiction', 'Romance', 'Paranormal', 'Media Tie In', 'Werewolves', 'Guides']",Vampires,Nonfiction,Romance,Paranormal,Media Tie In,Werewolves,Guides,1109.0
1101,106,"['Science Fiction', 'Fiction', 'Fantasy', 'Classics', 'Science Fiction Fantasy', 'Audiobook', 'Space Opera']",Science Fiction,Fiction,Fantasy,Classics,Science Fiction Fantasy,Audiobook,Space Opera,1105.0
1102,24445517,"['Romance', 'New Adult', 'Contemporary', 'Fiction', 'Contemporary Romance', 'Young Adult', 'Audiobook']",Romance,New Adult,Contemporary,Fiction,Contemporary Romance,Young Adult,Audiobook,1110.0
1103,11330361,"['Nonfiction', 'Memoir', 'True Crime', 'Biography', 'Autobiography', 'Crime', 'Biography Memoir']",Nonfiction,Memoir,True Crime,Biography,Autobiography,Crime,Biography Memoir,1115.0
1104,77392,"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Romance', 'Childrens', 'Historical']",Classics,Fiction,Young Adult,Historical Fiction,Romance,Childrens,Historical,1112.0
1105,80536,"['Chick Lit', 'Fiction', 'Romance', 'Contemporary', 'Adult', 'Adult Fiction', 'Humor']",Chick Lit,Fiction,Romance,Contemporary,Adult,Adult Fiction,Humor,1107.0
1106,156538,"['Classics', 'Fiction', 'Romance', 'Historical Fiction', 'Historical', '19th Century', 'Victorian']",Classics,Fiction,Romance,Historical Fiction,Historical,19th Century,Victorian,1114.0
1107,8650,"['Science Fiction', 'Fiction', 'Thriller', 'Adventure', 'Horror', 'Fantasy', 'Dinosaurs']",Science Fiction,Fiction,Thriller,Adventure,Horror,Fantasy,Dinosaurs,1117.0
1108,9593913,"['Young Adult', 'Dystopia', 'Romance', 'Fantasy', 'Science Fiction', 'Fiction', 'Adventure']",Young Adult,Dystopia,Romance,Fantasy,Science Fiction,Fiction,Adventure,1118.0
1109,31101,"['Chick Lit', 'Fiction', 'Romance', 'Contemporary', 'Contemporary Romance', 'Adult', 'Adult Fiction']",Chick Lit,Fiction,Romance,Contemporary,Contemporary Romance,Adult,Adult Fiction,1111.0
1110,7913305,"['Fiction', 'Fantasy', 'Mythology', 'Indian Literature', 'Historical Fiction', 'India', 'Amish']",Fiction,Fantasy,Mythology,Indian Literature,Historical Fiction,India,Amish,1116.0
1111,21348,"['Fiction', 'Short Stories', 'Classics', 'Childrens', 'Fantasy', 'Literature', 'Mythology']",Fiction,Short Stories,Classics,Childrens,Fantasy,Literature,Mythology,1120.0
1112,12751687,"['Fantasy', 'Young Adult', 'Romance', 'Angels', 'Paranormal', 'Paranormal Romance', 'Fiction']",Fantasy,Young Adult,Romance,Angels,Paranormal,Paranormal Romance,Fiction,1122.0
1113,22206,"['Fiction', 'Horror', 'Contemporary', 'Fantasy', 'Novels', 'Thriller', 'American']",Fiction,Horror,Contemporary,Fantasy,Novels,Thriller,American,1124.0
1114,394535,"['Fiction', 'Historical Fiction', 'Westerns', 'Classics', 'Literature', 'Horror', 'Novels']",Fiction,Historical Fiction,Westerns,Classics,Literature,Horror,Novels,1121.0
1115,6969361,"['Fiction', 'Romance', 'Indian Literature', 'India', 'Novels', 'Contemporary', 'Young Adult']",Fiction,Romance,Indian Literature,India,Novels,Contemporary,Young Adult,1125.0
1116,13890,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Epic']",Fantasy,Fiction,Epic Fantasy,High Fantasy,Science Fiction Fantasy,Audiobook,Epic,1119.0
1117,263145,"['Manga', 'Vampires', 'Romance', 'Fantasy', 'Graphic Novels', 'Young Adult', 'Paranormal']",Manga,Vampires,Romance,Fantasy,Graphic Novels,Young Adult,Paranormal,1126.0
1118,47401,"['Fiction', 'Romance', 'Magical Realism', 'France', 'Fantasy', 'Contemporary', 'Historical Fiction']",Fiction,Romance,Magical Realism,France,Fantasy,Contemporary,Historical Fiction,1131.0
1119,13440,"['Horror', 'Short Stories', 'Fiction', 'Fantasy', 'Thriller', 'Anthologies', 'Supernatural']",Horror,Short Stories,Fiction,Fantasy,Thriller,Anthologies,Supernatural,1123.0
1120,1081560,"['Fantasy', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Books About Books', 'High Fantasy', 'Reference']",Fantasy,Fiction,Classics,Science Fiction Fantasy,Books About Books,High Fantasy,Reference,1129.0
1121,51893,"['Philosophy', 'Classics', 'Nonfiction', 'German Literature', 'Literature', 'Religion', 'Psychology']",Philosophy,Classics,Nonfiction,German Literature,Literature,Religion,Psychology,1113.0
1122,11012,"['Classics', 'Fiction', 'Short Stories', 'Ireland', 'Literature', 'Irish Literature', '20th Century']",Classics,Fiction,Short Stories,Ireland,Literature,Irish Literature,20th Century,1135.0
1123,43933,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Crime', 'Suspense', 'Audiobook']",Mystery,Thriller,Fiction,Mystery Thriller,Crime,Suspense,Audiobook,1138.0
1124,61975,"['Fantasy', 'Science Fiction', 'Dragons', 'Fiction', 'Science Fiction Fantasy', 'Young Adult', 'High Fantasy']",Fantasy,Science Fiction,Dragons,Fiction,Science Fiction Fantasy,Young Adult,High Fantasy,1128.0
1125,91478,"['Fantasy', 'Urban Fantasy', 'Fiction', 'Mystery', 'Paranormal', 'Magic', 'Audiobook']",Fantasy,Urban Fantasy,Fiction,Mystery,Paranormal,Magic,Audiobook,1127.0
1126,17660,"['Horror', 'Fiction', 'Science Fiction', 'Thriller', 'Fantasy', 'Aliens', 'Supernatural']",Horror,Fiction,Science Fiction,Thriller,Fantasy,Aliens,Supernatural,1139.0
1127,293101,"['Horror', 'Fiction', 'Paranormal', 'Thriller', 'Audiobook', 'Classics', 'Supernatural']",Horror,Fiction,Paranormal,Thriller,Audiobook,Classics,Supernatural,1132.0
1128,17788401,"['Romance', 'Contemporary', 'New Adult', 'Fiction', 'Contemporary Romance', 'Audiobook', 'Adult']",Romance,Contemporary,New Adult,Fiction,Contemporary Romance,Audiobook,Adult,1130.0
1129,13639050,"['Romance', 'Contemporary Romance', 'Contemporary', 'Adult', 'New Adult', 'College', 'Erotica']",Romance,Contemporary Romance,Contemporary,Adult,New Adult,College,Erotica,1134.0
1130,227865,"['Fantasy', 'Young Adult', 'Fiction', 'Middle Grade', 'Science Fiction', 'Adventure', 'Childrens']",Fantasy,Young Adult,Fiction,Middle Grade,Science Fiction,Adventure,Childrens,1137.0
1131,11713,"['Fiction', 'Historical Fiction', 'Classics', 'Romance', 'War', 'Historical', 'Canada']",Fiction,Historical Fiction,Classics,Romance,War,Historical,Canada,1133.0
1132,5941033,"['Fiction', 'Historical Fiction', 'New York', 'Book Club', 'Novels', 'Literary Fiction', 'Contemporary']",Fiction,Historical Fiction,New York,Book Club,Novels,Literary Fiction,Contemporary,1136.0
1133,5287473,"['Young Adult', 'Fantasy', 'Paranormal', 'Magic', 'Romance', 'Vampires', 'Witches']",Young Adult,Fantasy,Paranormal,Magic,Romance,Vampires,Witches,1140.0
1134,13099738,"['Nonfiction', 'Art', 'Self Help', 'Design', 'Writing', 'Business', 'Personal Development']",Nonfiction,Art,Self Help,Design,Writing,Business,Personal Development,1141.0
1135,816,"['Fiction', 'Science Fiction', 'Historical Fiction', 'Cyberpunk', 'Thriller', 'Historical', 'War']",Fiction,Science Fiction,Historical Fiction,Cyberpunk,Thriller,Historical,War,1142.0
1136,16102004,"['Romance', 'Contemporary', 'Contemporary Romance', 'Erotica', 'Adult', 'New Adult', 'Fiction']",Romance,Contemporary,Contemporary Romance,Erotica,Adult,New Adult,Fiction,1143.0
1137,15159,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Crime', 'Mystery Thriller', 'Audiobook']",Fiction,Thriller,Mystery,Suspense,Crime,Mystery Thriller,Audiobook,1150.0
1138,102920,"['Comics', 'Graphic Novels', 'Nonfiction', 'Art', 'Design', 'Graphic Novels Comics', 'Writing']",Comics,Graphic Novels,Nonfiction,Art,Design,Graphic Novels Comics,Writing,1146.0
1139,14249,"['Fiction', 'Nature', 'Contemporary', 'Literary Fiction', 'Novels', 'Adult', 'Adult Fiction']",Fiction,Nature,Contemporary,Literary Fiction,Novels,Adult,Adult Fiction,1144.0
1140,13624688,"['Fiction', 'Fantasy', 'Inspirational', 'Contemporary', 'Adult', 'Time Travel', 'Adult Fiction']",Fiction,Fantasy,Inspirational,Contemporary,Adult,Time Travel,Adult Fiction,1152.0
1141,14865,"['Fiction', 'Contemporary', 'Chick Lit', 'Mystery', 'Drama', 'Adult Fiction', 'Adult']",Fiction,Contemporary,Chick Lit,Mystery,Drama,Adult Fiction,Adult,1149.0
1142,7842288,"['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Magic', 'Fiction', 'Supernatural']",Fantasy,Young Adult,Paranormal,Romance,Magic,Fiction,Supernatural,1147.0
1143,5204,"['Fiction', 'Contemporary', 'Literary Fiction', 'Classics', 'Novels', 'Family', 'Adult Fiction']",Fiction,Contemporary,Literary Fiction,Classics,Novels,Family,Adult Fiction,1145.0
1144,6858,"['Mystery', 'Fiction', 'Humor', 'Chick Lit', 'Romance', 'Crime', 'Comedy']",Mystery,Fiction,Humor,Chick Lit,Romance,Crime,Comedy,1151.0
1145,12391521,"['Nonfiction', 'Psychology', 'Science', 'Mental Health', 'Audiobook', 'Sociology', 'Journalism']",Nonfiction,Psychology,Science,Mental Health,Audiobook,Sociology,Journalism,1148.0
1146,1301,"['Nonfiction', 'Sports', 'Baseball', 'Business', 'Economics', 'Biography', 'History']",Nonfiction,Sports,Baseball,Business,Economics,Biography,History,1154.0
1147,77163,"['Fiction', 'Historical Fiction', 'Germany', 'World War II', 'Historical', 'Holocaust', 'War']",Fiction,Historical Fiction,Germany,World War II,Historical,Holocaust,War,1159.0
1148,42697,"['Historical Fiction', 'Fiction', 'Classics', 'Historical', 'Israel', 'Jewish', 'War']",Historical Fiction,Fiction,Classics,Historical,Israel,Jewish,War,1158.0
1149,611298,"['Humor', 'Nonfiction', 'Comedy', 'Politics', 'Audiobook', 'Biography', 'Essays']",Humor,Nonfiction,Comedy,Politics,Audiobook,Biography,Essays,1156.0
1150,33456,"['Humor', 'Fiction', 'Fantasy', 'Comedy', 'Paranormal', 'Urban Fantasy', 'Horror']",Humor,Fiction,Fantasy,Comedy,Paranormal,Urban Fantasy,Horror,1153.0
1151,4799,"['Fiction', 'Classics', 'Literature', 'Historical Fiction', 'American', 'Novels', 'Literary Fiction']",Fiction,Classics,Literature,Historical Fiction,American,Novels,Literary Fiction,1161.0
1152,2052,"['Mystery', 'Fiction', 'Classics', 'Crime', 'Noir', 'Detective', 'Mystery Thriller']",Mystery,Fiction,Classics,Crime,Noir,Detective,Mystery Thriller,1160.0
1153,334123,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Middle Grade', 'Childrens', 'Adventure']",Fantasy,Young Adult,Fiction,Magic,Middle Grade,Childrens,Adventure,1155.0
1154,11250053,"['Fiction', 'Historical Fiction', 'Fantasy', 'Magical Realism', 'Historical', 'Fairy Tales', 'Adult']",Fiction,Historical Fiction,Fantasy,Magical Realism,Historical,Fairy Tales,Adult,1164.0
1155,763362,"['Business', 'Leadership', 'Nonfiction', 'Management', 'Self Help', 'Personal Development', 'Productivity']",Business,Leadership,Nonfiction,Management,Self Help,Personal Development,Productivity,1157.0
1156,48757,"['Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism']",Philosophy,Nonfiction,Spirituality,Religion,Self Help,Audiobook,Taoism,1168.0
1157,11230081,"['Nonfiction', 'Humor', 'Audiobook', 'Memoir', 'Biography', 'Comedy', 'Autobiography']",Nonfiction,Humor,Audiobook,Memoir,Biography,Comedy,Autobiography,1162.0
1158,65119,"['Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Fantasy', 'Mystery', 'Adventure']",Fiction,Young Adult,Childrens,Middle Grade,Fantasy,Mystery,Adventure,1163.0
1159,17314430,"['Romance', 'New Adult', 'Contemporary', 'College', 'Contemporary Romance', 'Young Adult', 'Abuse']",Romance,New Adult,Contemporary,College,Contemporary Romance,Young Adult,Abuse,1165.0
1160,13104080,"['Fantasy', 'Dystopia', 'Young Adult', 'Romance', 'Science Fiction', 'Fiction', 'Paranormal']",Fantasy,Dystopia,Young Adult,Romance,Science Fiction,Fiction,Paranormal,1170.0
1161,28078,"['Historical Fiction', 'Fiction', 'Historical', 'Italy', 'Art', 'Romance', 'Adult']",Historical Fiction,Fiction,Historical,Italy,Art,Romance,Adult,1171.0
1162,3293821,"['Fiction', 'Humor', 'Middle Grade', 'Childrens', 'Realistic Fiction', 'Graphic Novels', 'Young Adult']",Fiction,Humor,Middle Grade,Childrens,Realistic Fiction,Graphic Novels,Young Adult,1166.0
1163,26893819,"['Fiction', 'Historical Fiction', 'Contemporary', 'Audiobook', 'Literary Fiction', 'Historical', 'Adult']",Fiction,Historical Fiction,Contemporary,Audiobook,Literary Fiction,Historical,Adult,1174.0
1164,114954,"['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction', 'Middle Grade', 'Adventure', 'Childrens']",Fantasy,Young Adult,Fiction,Science Fiction,Middle Grade,Adventure,Childrens,1172.0
1165,25074850,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Audiobook', 'Suspense']",Fiction,Mystery,Thriller,Crime,Mystery Thriller,Audiobook,Suspense,1173.0
1166,6656,"['Classics', 'Poetry', 'Fiction', 'Literature', 'Philosophy', 'Religion', 'Fantasy']",Classics,Poetry,Fiction,Literature,Philosophy,Religion,Fantasy,1167.0
1167,21671,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Audiobook']",Mystery,Fiction,Thriller,Crime,Mystery Thriller,Suspense,Audiobook,1176.0
1168,13047090,"['Young Adult', 'Fantasy', 'Romance', 'Paranormal', 'Aliens', 'Science Fiction', 'Paranormal Romance']",Young Adult,Fantasy,Romance,Paranormal,Aliens,Science Fiction,Paranormal Romance,1169.0
1169,62446,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Childrens', 'Adventure', 'Young Adult']",Classics,Fiction,Historical Fiction,Literature,Childrens,Adventure,Young Adult,1178.0
1170,16690,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Fantasy', 'Audiobook', 'Politics']",Science Fiction,Fiction,Classics,Science Fiction Fantasy,Fantasy,Audiobook,Politics,1179.0
1171,46164,"['Classics', 'Fiction', 'Literature', 'Romance', 'American', 'Novels', '20th Century']",Classics,Fiction,Literature,Romance,American,Novels,20th Century,1184.0
1172,13596166,"['Horror', 'Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Audiobook']",Horror,Mystery,Fiction,Thriller,Crime,Mystery Thriller,Audiobook,1182.0
1173,6423,"['Mystery', 'Fiction', 'Humor', 'Chick Lit', 'Romance', 'Crime', 'Comedy']",Mystery,Fiction,Humor,Chick Lit,Romance,Crime,Comedy,1181.0
1174,13154150,"['Manga', 'Fantasy', 'Graphic Novels', 'Horror', 'Comics', 'Fiction', 'Science Fiction']",Manga,Fantasy,Graphic Novels,Horror,Comics,Fiction,Science Fiction,1183.0
1175,179064,"['Fantasy', 'Young Adult', 'Romance', 'Fairy Tales', 'Fiction', 'Retellings', 'Middle Grade']",Fantasy,Young Adult,Romance,Fairy Tales,Fiction,Retellings,Middle Grade,1175.0
1176,7619057,"['Zombies', 'Romance', 'Young Adult', 'Horror', 'Fiction', 'Fantasy', 'Dystopia']",Zombies,Romance,Young Adult,Horror,Fiction,Fantasy,Dystopia,1177.0
1177,6642715,"['Fiction', 'Historical Fiction', 'Novels', 'Romance', 'Philosophy', 'Spirituality', 'Religion']",Fiction,Historical Fiction,Novels,Romance,Philosophy,Spirituality,Religion,1180.0
1178,306654,"['Fiction', 'Historical Fiction', 'Classics', 'Southern', 'Historical', 'Adult Fiction', 'Coming Of Age']",Fiction,Historical Fiction,Classics,Southern,Historical,Adult Fiction,Coming Of Age,1185.0
1179,10054335,"['Fiction', 'Historical Fiction', 'Historical', 'New York', 'Literary Fiction', 'Audiobook', 'Book Club']",Fiction,Historical Fiction,Historical,New York,Literary Fiction,Audiobook,Book Club,1190.0
1180,7824322,"['Historical Fiction', 'Young Adult', 'Fiction', 'Historical', 'War', 'World War II', 'Romance']",Historical Fiction,Young Adult,Fiction,Historical,War,World War II,Romance,1192.0
1181,13586707,"['Fiction', 'Historical Fiction', 'Italy', 'Literary Fiction', 'Italian Literature', 'Contemporary', 'Novels']",Fiction,Historical Fiction,Italy,Literary Fiction,Italian Literature,Contemporary,Novels,1187.0
1182,43877,"['Self Help', 'Nonfiction', 'Philosophy', 'Spirituality', 'Personal Development', 'Psychology', 'Inspirational']",Self Help,Nonfiction,Philosophy,Spirituality,Personal Development,Psychology,Inspirational,1189.0
1183,92517,"['Plays', 'Classics', 'Fiction', 'Drama', 'School', 'Theatre', 'Literature']",Plays,Classics,Fiction,Drama,School,Theatre,Literature,1186.0
1184,13602426,"['Fiction', 'Historical Fiction', 'Mystery', 'Literary Fiction', 'Coming Of Age', 'Novels', 'Contemporary']",Fiction,Historical Fiction,Mystery,Literary Fiction,Coming Of Age,Novels,Contemporary,1195.0
1185,368593,"['Business', 'Nonfiction', 'Self Help', 'Productivity', 'Personal Development', 'Finance', 'Entrepreneurship']",Business,Nonfiction,Self Help,Productivity,Personal Development,Finance,Entrepreneurship,1188.0
1186,439173,"['Fiction', 'Childrens', 'Realistic Fiction', 'Middle Grade', 'School', 'Young Adult', 'Humor']",Fiction,Childrens,Realistic Fiction,Middle Grade,School,Young Adult,Humor,1193.0
1187,18130,"['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction', 'Childrens', 'Classics', 'Middle Grade']",Fantasy,Young Adult,Fiction,Science Fiction,Childrens,Classics,Middle Grade,1196.0
1188,61179,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Space Opera', 'Fantasy', 'Audiobook']",Science Fiction,Fiction,Classics,Science Fiction Fantasy,Space Opera,Fantasy,Audiobook,1191.0
1189,6578293,"['Fiction', 'Humor', 'Middle Grade', 'Childrens', 'Realistic Fiction', 'Graphic Novels', 'Young Adult']",Fiction,Humor,Middle Grade,Childrens,Realistic Fiction,Graphic Novels,Young Adult,1194.0
